Model;Scenario;Region;Damage quantile;SLR quantile;SLR adaptation;Target;Discounting;Variable;Unit;2005;2010;2015;2020;2025;2030;2035;2040;2045;2050;2055;2060;2070;2080;2090;2100;2110;2130;2150
REMIND;experiment-1-1;R5.2ASIA;50;50;with;rcp26;medium;Consumption;billion US$2010/yr;3789.422558;4087.163453;7264.578718;11431.89034;15300.7811;17942.87151;20771.32708;23255.6034;25552.64282;27745.75451;29980.60128;32286.92613;35205.91177;41042.46799;46732.78828;52229.26154;61037.01791;53744.3428;66448.32057
REMIND;experiment-1-1;R5.2ASIA;50;50;with;rcp26;medium;GDP|PPP;billion US$2010/yr;14311.13487;20576.94301;29777.14796;41504.66965;53968.02318;65871.38403;77883.1147;89536.26702;101034.7223;112042.4113;122909.3845;133676.8947;155355.4477;177097.2611;196711.6086;220270.5981;220718.7558;227331.3212;211297.3448
REMIND;experiment-1-1;R5.2ASIA;50;50;without;rcp26;medium;Consumption;billion US$2010/yr;3789.41674;4087.636456;7262.585475;11414.46607;15205.26158;17794.04758;20500.01639;22953.12022;25188.5955;27239.61004;29248.26733;31373.57246;33972.935;39275.43901;44299.67067;49177.88549;56810.52574;49918.68809;59879.84592
REMIND;experiment-1-1;R5.2ASIA;50;50;without;rcp26;medium;GDP|PPP;billion US$2010/yr;14311.13487;20577.01316;29777.6228;41521.82615;53888.5835;65653.84555;77406.52228;88729.19876;99881.3314;110530.9608;120868.2714;131040.2232;151255.8905;171331.2254;189115.7266;210571.6056;209525.3738;213145.1972;195709.895
REMIND;experiment-1-1;R5.2ASIA;95;95;with;rcp26;medium;Consumption;billion US$2010/yr;3789.413729;4086.497991;7260.769037;11417.49978;15231.75775;17783.37409;20462.35291;22789.86155;24975.4226;27012.05187;29103.38431;31253.57844;33968.1623;39380.16464;44696.31526;49948.0655;58444.65362;51665.6775;64517.95346
REMIND;experiment-1-1;R5.2ASIA;95;95;with;rcp26;medium;GDP|PPP;billion US$2010/yr;14311.13487;20573.59921;29772.09468;41511.11559;53842.62627;65542.68704;77233.5846;88400.69775;99313.46208;109699.1008;119939.734;130075.9788;150541.3781;171080.7223;189596.6723;212387.3825;213110.8584;220762.9717;206043.0481
REMIND;experiment-1-1;R5.2ASIA;95;95;without;rcp26;medium;Consumption;billion US$2010/yr;3789.414815;4086.513521;7257.968389;11400.27838;15134.60697;17554.5755;20112.28583;22396.46972;24468.92948;26272.03222;28025.07306;29901.69705;32118.94115;36611.78997;40911.84917;45232.90031;52231.12354;45600.06108;55010.96242
REMIND;experiment-1-1;R5.2ASIA;95;95;without;rcp26;medium;GDP|PPP;billion US$2010/yr;14311.13487;20576.48948;29779.18975;41530.21267;53740.95495;65229.29911;76526.2057;87226.53145;97666.41894;107503.9209;116924.7607;126134.9996;144473.0442;162427.8259;177911.379;197412.4766;196140.6672;198978.7641;181843.3645
REMIND;experiment-1-1;R5.2ASIA;NA;NA;NA;rcp26;medium;Consumption;billion US$2010/yr;3789.431139;4080.43978;7259.457204;11446.07702;15382.25958;18155.32318;21235.96808;23918.29159;26361.74588;28727.52578;31156.55653;33649.24736;36834.35762;43170.6799;49378.8206;55218.05317;64591.05405;56725.09401;69802.86202
REMIND;experiment-1-1;R5.2ASIA;NA;NA;NA;rcp26;medium;GDP|PPP;billion US$2010/yr;14311.13487;20579.21577;29782.41937;41497.52017;54111.67195;66250.80261;78672.4386;91003.72706;103311.6429;115078.6485;126697.9482;138204.8557;161442.0833;184766.2897;205820.3364;230646.7217;230904.1105;236530.6299;219188.0918
REMIND;experiment-1-1;R5.2LAM;5;5;with;rcp26;medium;Consumption;billion US$2010/yr;2504.824859;2471.941617;3018.088092;3436.087508;3939.169593;4547.393914;5171.665378;5827.079399;6593.218362;7408.157993;8087.181836;8879.244222;10051.3451;12176.68912;14367.64085;16540.49011;19546.10232;17135.86442;20937.36273
REMIND;experiment-1-1;R5.2LAM;5;5;with;rcp26;medium;GDP|PPP;billion US$2010/yr;5520.574692;6577.418172;8108.476353;9700.554399;11394.35874;13181.34877;15124.32088;17179.32512;19382.46749;21709.78901;24216.23092;26753.0912;32173.34316;38075.57648;44001.74337;50600.1953;50579.79316;51216.487;47060.1087
REMIND;experiment-1-1;R5.2LAM;5;5;without;rcp26;medium;Consumption;billion US$2010/yr;2504.82507;2478.033605;3045.065164;3467.297295;3981.491305;4580.597642;5205.503513;5852.524813;6582.66966;7386.802635;8077.725962;8843.357418;9976.64062;12027.2875;14117.93377;16222.94675;18976.66103;16614.31993;19970.80832
REMIND;experiment-1-1;R5.2LAM;5;5;without;rcp26;medium;GDP|PPP;billion US$2010/yr;5520.574692;6573.137697;8105.382968;9699.582403;11391.39195;13170.76362;15106.33068;17160.94182;19336.98853;21613.56925;24084.24204;26617.01787;31995.49411;37802.13379;43595.54202;50070.30073;49960.7321;50418.16146;46167.92502
REMIND;experiment-1-1;R5.2LAM;50;50;with;rcp26;medium;Consumption;billion US$2010/yr;2490.199744;2454.932405;2945.004802;3353.505735;3838.788185;4418.25686;5015.846435;5637.731186;6336.683875;7086.818009;7761.997922;8502.935656;9603.008949;11586.14961;13640.86268;15714.77699;18599.83602;16377.62787;20248.90716
REMIND;experiment-1-1;R5.2LAM;50;50;with;rcp26;medium;GDP|PPP;billion US$2010/yr;5520.574692;6587.636876;8115.576935;9700.678406;11335.44934;13035.28085;14851.78339;16746.84717;18742.2415;20822.31738;23115.36465;25477.88952;30577.20556;36144.40525;41776.83504;48245.73716;48455.54556;49755.30336;46186.42259
REMIND;experiment-1-1;R5.2LAM;50;50;without;rcp26;medium;Consumption;billion US$2010/yr;2504.825763;2467.096311;2996.327891;3408.241105;3898.997494;4473.380518;5071.581837;5677.608911;6322.895137;7051.787022;7728.831897;8412.859245;9432.839344;11283.92721;13158.55985;15075.47163;17615.31448;15478.40554;18314.0138
REMIND;experiment-1-1;R5.2LAM;50;50;without;rcp26;medium;GDP|PPP;billion US$2010/yr;5520.574692;6580.088605;8110.82946;9701.8936;11328.53013;13014.4317;14819.3122;16707.55025;18665.83629;20685.44281;22925.12954;25258.66753;30188.90938;35547.3333;40920.4592;47092.5323;47103.8102;48093.8525;44381.92994
REMIND;experiment-1-1;R5.2LAM;95;95;with;rcp26;medium;Consumption;billion US$2010/yr;2484.681659;2454.04111;2938.744853;3345.934029;3823.364072;4389.873277;4975.453291;5580.877862;6240.361856;6960.527184;7621.553072;8326.638009;9378.884511;11259.14203;13219.47447;15233.13523;18055.79602;15961.59487;19849.14057
REMIND;experiment-1-1;R5.2LAM;95;95;with;rcp26;medium;GDP|PPP;billion US$2010/yr;5520.574692;6588.504445;8116.186843;9701.517481;11313.47518;12978.70423;14747.00776;16584.03172;18502.1671;20488.37287;22695.26261;24981.76032;29935.00041;35339.47593;40799.30033;47155.88767;47413.11342;48899.3887;45531.16318
REMIND;experiment-1-1;R5.2LAM;95;95;without;rcp26;medium;Consumption;billion US$2010/yr;2504.82581;2478.066623;3040.832212;3454.271883;3934.939906;4502.212028;5080.742368;5659.877236;6268.786505;6920.656425;7580.163125;8193.579587;9117.953679;10759.82979;12436.79624;14179.6785;16584.70914;14479.12956;17051.3906
REMIND;experiment-1-1;R5.2LAM;95;95;without;rcp26;medium;GDP|PPP;billion US$2010/yr;5520.574692;6573.474145;8107.004301;9705.433685;11304.47055;12951.22536;14702.79361;16523.36506;18405.56309;20312.13247;22443.80885;24672.70986;29387.3793;34477.38801;39527.94348;45417.84663;45421.50568;46386.78647;42729.85398
REMIND;experiment-1-1;R5.2LAM;NA;NA;NA;rcp26;medium;Consumption;billion US$2010/yr;2494.432278;2456.448367;2947.085542;3355.402327;3846.065429;4439.299306;5044.418924;5684.775474;6426.83613;7209.430246;7894.52162;8670.152492;9821.986936;11900.20615;14055.46306;16207.84111;19191.3774;16862.41703;20649.13234
REMIND;experiment-1-1;R5.2LAM;NA;NA;NA;rcp26;medium;GDP|PPP;billion US$2010/yr;5520.574692;6587.139611;8114.654951;9698.897962;11354.01316;13089.23548;14950.29819;16895.02309;18969.7756;21156.78275;23533.26584;25956.835;31174.0956;36885.82279;42683.15814;49273.68878;49449.89506;50632.05761;46917.5512
REMIND;experiment-1-1;R5.2MAF;5;5;with;rcp26;medium;Consumption;billion US$2010/yr;1572.404945;2278.130124;2790.928395;3388.527346;4118.38663;5026.077739;6116.077274;7413.238125;8982.673539;10830.66604;13039.59201;16418.05241;22096.99013;29088.0823;36411.8882;43952.09895;51939.02496;45534.56304;56249.36883
REMIND;experiment-1-1;R5.2MAF;5;5;with;rcp26;medium;GDP|PPP;billion US$2010/yr;4557.503299;5974.616434;7746.757011;9757.326059;12114.71826;14850.798;18151.07179;21903.32879;26316.43309;31555.84694;37996.42476;45123.54893;64316.16768;88686.99753;119551.1807;157406.7283;159596.2504;163748.201;153592.9135
REMIND;experiment-1-1;R5.2MAF;5;5;without;rcp26;medium;Consumption;billion US$2010/yr;1572.425769;2262.908263;2753.52977;3347.63474;4074.687569;4962.236987;6038.454385;7311.660712;8854.163418;10679.41313;12889.31959;16271.58629;22061.78594;29046.53058;36544.26698;44060.16999;51538.73375;45123.00442;55192.8559
REMIND;experiment-1-1;R5.2MAF;5;5;without;rcp26;medium;GDP|PPP;billion US$2010/yr;4557.503299;5977.708762;7749.255077;9755.826051;12108.17177;14833.72752;18110.76158;21824.70969;26181.19351;31346.16145;37688.36973;44701.55882;63780.28108;87792.91495;118397.2548;156069.4927;157893.5322;161183.0204;150505.4245
REMIND;experiment-1-1;R5.2MAF;50;50;with;rcp26;medium;Consumption;billion US$2010/yr;1572.382543;2269.884918;2781.887141;3380.765257;4101.597002;4988.951855;6055.917732;7316.534206;8836.155894;10625.62861;12767.39128;16047.98521;21569.03222;28293.44253;35342.52548;42692.17398;50530.00889;44492.61284;55479.15268
REMIND;experiment-1-1;R5.2MAF;50;50;with;rcp26;medium;GDP|PPP;billion US$2010/yr;4557.503299;5974.183969;7745.804901;9757.393598;12091.65083;14788.12471;18022.75396;21675.17357;25951.66909;31016.44387;37245.52224;44156.89907;62929.86877;86739.95222;116849.9088;153958.593;156306.5239;161041.025;151480.1653
REMIND;experiment-1-1;R5.2MAF;50;50;without;rcp26;medium;Consumption;billion US$2010/yr;1572.393464;2248.507475;2720.876831;3305.713021;4010.663405;4870.65195;5912.092714;7132.945337;8612.498237;10342.15843;12450.71162;15671.84039;21177.48247;27764.65097;34901.30076;41967.87985;48780.54216;42660.9986;52296.68875
REMIND;experiment-1-1;R5.2MAF;50;50;without;rcp26;medium;GDP|PPP;billion US$2010/yr;4557.503299;5980.14613;7751.783057;9758.074982;12076.20747;14745.74275;17935.21949;21520.72816;25701.88052;30636.35364;36684.9285;43351.4693;61531.87859;84281.09193;113301.9472;149254.8566;150733.1606;153311.7176;142428.278
REMIND;experiment-1-1;R5.2MAF;95;95;with;rcp26;medium;Consumption;billion US$2010/yr;1572.377401;2272.011471;2774.927583;3371.662627;4082.120511;4951.308492;5996.677212;7226.652534;8703.971686;10433.0924;12510.15275;15687.73495;21019.14794;27461.343;34207.27819;41331.35425;48989.93074;43307.45291;54269.58545
REMIND;experiment-1-1;R5.2MAF;95;95;with;rcp26;medium;GDP|PPP;billion US$2010/yr;4557.503299;5975.530259;7746.881155;9758.12552;12065.28308;14717.24516;17881.08578;21431.67224;25575.32229;30473.80563;36508.82477;43201.94077;61472.37069;84651.59934;113926.8075;150179.1132;152644.0592;157944.2672;148989.5037
REMIND;experiment-1-1;R5.2MAF;95;95;without;rcp26;medium;Consumption;billion US$2010/yr;1572.372636;2230.793179;2698.063781;3275.116506;3959.118565;4793.253468;5794.630814;6961.97822;8374.451171;10002.82251;12022.84625;15085.74148;20344.23235;26651.71344;33287.06253;39825.16235;46164.20002;40303.13811;49378.62894
REMIND;experiment-1-1;R5.2MAF;95;95;without;rcp26;medium;GDP|PPP;billion US$2010/yr;4557.503299;5980.579255;7752.51513;9760.799299;12042.51383;14655.49749;17754.29158;21207.01609;25212.27617;29908.72987;35666.97914;42003.50226;59250.54263;80876.04458;108368.205;142524.8379;143673.4117;145648.6294;134679.3418
REMIND;experiment-1-1;R5.2MAF;NA;NA;NA;rcp26;medium;Consumption;billion US$2010/yr;1572.362106;2285.076368;2800.125767;3399.86096;4134.677075;5050.993367;6149.993401;7464.555972;9057.618069;10939.10168;13180.08359;16612.86412;22336.83717;29485.48429;36885.51388;44567.90553;52769.64974;46343.39592;56804.32051
REMIND;experiment-1-1;R5.2MAF;NA;NA;NA;rcp26;medium;GDP|PPP;billion US$2010/yr;4557.503299;5974.403538;7746.577392;9757.221886;12124.71953;14878.85726;18207.55768;22004.9004;26482.93663;31812.45732;38373.03534;45669.4582;65135.04097;89932.75136;121257.5906;159465.1984;161413.2791;165007.1383;154332.19
REMIND;experiment-1-1;R5.2OECD;5;5;with;rcp26;medium;Consumption;billion US$2010/yr;22781.18542;23818.91577;25112.5615;28104.27671;31803.89932;36338.30501;41051.48428;45966.3627;51270.08144;55751.33945;60948.20961;67546.59012;78139.96466;92948.9603;105418.4135;116718.9198;130145.8375;117036.9358;133843.7805
REMIND;experiment-1-1;R5.2OECD;5;5;with;rcp26;medium;GDP|PPP;billion US$2010/yr;36622.83853;38572.58194;42935.15494;48042.41578;52710.49877;57260.33367;61743.32052;66249.23403;70915.44028;75467.69647;80172.50109;84906.6058;95470.98032;106336.7183;116200.0931;126977.4918;126135.3738;129083.6084;121254.2633
REMIND;experiment-1-1;R5.2OECD;5;5;without;rcp26;medium;Consumption;billion US$2010/yr;22778.59052;23842.8013;25135.73155;28141.3131;31884.1562;36303.00067;40978.3381;45783.10962;50921.12615;55286.18717;60360.16173;66698.65962;76887.48514;91154.51492;102809.7885;113397.9144;126977.3094;112519.2923;128964.871
REMIND;experiment-1-1;R5.2OECD;5;5;without;rcp26;medium;GDP|PPP;billion US$2010/yr;36622.83853;38571.39828;42936.0823;48047.76663;52695.84893;57193.42311;61619.42364;66040.97876;70595.67163;75052.60417;79667.38383;84298.42735;94475.28648;104919.2015;114176.6134;124216.4932;123026.1957;124728.7384;115933.1339
REMIND;experiment-1-1;R5.2OECD;50;50;with;rcp26;medium;Consumption;billion US$2010/yr;22792.97881;23861.02342;25202.18495;28205.65595;31875.68271;36308.60153;40945.0689;45731.52181;50847.23609;55172.98288;60156.94269;66516.77295;76771.25909;91392.04406;103676.4581;114804.3104;128795.1207;115947.5577;132947.73
REMIND;experiment-1-1;R5.2OECD;50;50;with;rcp26;medium;GDP|PPP;billion US$2010/yr;36622.83853;38568.30662;42933.45702;48058.058;52682.88546;57153.51847;61553.88313;65951.48484;70497.6786;74970.56814;79612.87975;84284.60535;94610.82671;105272.6882;115009.9879;125636.0557;124783.9016;127948.2242;120288.5371
REMIND;experiment-1-1;R5.2OECD;50;50;without;rcp26;medium;Consumption;billion US$2010/yr;22779.12413;23871.89206;25206.19217;28192.22434;31821.92507;36133.69169;40691.97808;45268.14969;50137.798;54212.68463;58869.34756;64679.00986;74008.32809;87104.73304;97553.67223;106952.937;120120.4102;104894.4755;120413.6586
REMIND;experiment-1-1;R5.2OECD;50;50;without;rcp26;medium;GDP|PPP;billion US$2010/yr;36622.83853;38568.67556;42935.80245;48062.20449;52602.29565;56955.17897;61209.2784;65422.88493;69724.4563;73901.34307;78202.25436;82503.55631;91845.14094;101403.7492;109707.6368;118671.4172;116968.7692;117120.374;107312.9407
REMIND;experiment-1-1;R5.2OECD;95;95;with;rcp26;medium;Consumption;billion US$2010/yr;22799.25526;23861.0713;25212.13248;28208.92842;31828.22452;36169.2638;40721.68901;45389.43089;50319.00986;54487.60598;59227.20826;65314.56283;75182.91599;89538.11007;101569.8382;112472.5926;126711.3073;114063.7204;131359.6192
REMIND;experiment-1-1;R5.2OECD;95;95;with;rcp26;medium;GDP|PPP;billion US$2010/yr;36622.83853;38566.97477;42933.03897;48064.07226;52620.28006;56996.40264;61271.93332;65523.44534;69909.41177;74224.74862;78721.81874;83248.43857;93202.9232;103543.8163;113063.9174;123526.2094;122740.2326;126169.2393;118761.9467
REMIND;experiment-1-1;R5.2OECD;95;95;without;rcp26;medium;Consumption;billion US$2010/yr;22779.82237;23875.92314;25171.86621;28119.58666;31606.29716;35789.90417;40120.72887;44395.88765;48912.65425;52676.48562;56833.46251;61961.91695;70238.07873;82064.4187;91165.95847;99163.48774;110885.7423;95584.0688;108285.2909
REMIND;experiment-1-1;R5.2OECD;95;95;without;rcp26;medium;GDP|PPP;billion US$2010/yr;36622.83853;38570.58478;42942.92073;48076.52748;52457.44099;56610.82377;60610.6415;64498.04791;68410.62301;72173.78269;76044.71871;79879.46258;88011.53439;96271.67243;103286.8233;110907.945;108543.4144;106935.9594;96183.20088
REMIND;experiment-1-1;R5.2OECD;NA;NA;NA;rcp26;medium;Consumption;billion US$2010/yr;22790.4266;23829.90318;25174.51406;28172.57361;31877.46934;36425.45962;41117.05782;46052.38289;51373.32094;55880.54425;61080.82343;67716.68142;78392.77018;93352.56339;105986.0849;117409.2281;130744.9744;117540.7469;134377.0148
REMIND;experiment-1-1;R5.2OECD;NA;NA;NA;rcp26;medium;GDP|PPP;billion US$2010/yr;36622.83853;38569.26968;42930.75052;48043.36308;52736.052;57319.50635;61843.54521;66395.91466;71116.09646;75723.92749;80475.92367;85249.41531;95885.19456;106810.3259;116736.9255;127591.4266;126751.0858;129638.1308;121743.4873
REMIND;experiment-1-1;R5.2REF;5;5;with;rcp26;medium;Consumption;billion US$2010/yr;632.3224502;663.8422912;955.4811746;1093.362232;1205.806199;1343.993617;1483.763913;1649.636543;1847.043247;1994.663239;2171.178368;2368.008852;2655.897323;3200.255427;3666.29312;4199.815748;4962.926727;4350.926404;5316.159297
REMIND;experiment-1-1;R5.2REF;5;5;with;rcp26;medium;GDP|PPP;billion US$2010/yr;2615.698122;3082.720146;3826.088926;4709.83362;5591.754169;6527.54483;7443.53856;8250.989181;8958.277423;9607.21192;10292.41623;11089.10823;12879.58959;14619.71494;16037.4714;17380.62172;17313.82721;17886.9674;16396.7038
REMIND;experiment-1-1;R5.2REF;5;5;without;rcp26;medium;Consumption;billion US$2010/yr;632.2937251;655.7928097;950.4229802;1106.569773;1222.205384;1357.483502;1497.651175;1650.215524;1845.053801;1991.427826;2167.587111;2364.911686;2643.429854;3169.641153;3622.195505;4130.466879;4831.585607;4230.115243;5084.683438
REMIND;experiment-1-1;R5.2REF;5;5;without;rcp26;medium;GDP|PPP;billion US$2010/yr;2615.698122;3079.650386;3814.793968;4702.880808;5592.947613;6529.65087;7448.957839;8254.06237;8943.63789;9576.35684;10256.7102;11065.06306;12861.00651;14582.36924;15984.64697;17313.2573;17228.90009;17757.68805;16254.16821
REMIND;experiment-1-1;R5.2REF;50;50;with;rcp26;medium;Consumption;billion US$2010/yr;632.2400469;655.261079;947.554954;1098.600507;1209.686481;1344.232935;1481.456268;1635.768034;1828.313691;1971.397783;2144.558899;2334.307715;2612.027206;3134.530153;3593.651894;4107.442854;4861.547298;4280.703367;5292.616317
REMIND;experiment-1-1;R5.2REF;50;50;with;rcp26;medium;GDP|PPP;billion US$2010/yr;2615.698122;3080.594917;3817.647607;4705.96532;5588.387843;6515.439649;7421.247899;8212.277936;8890.809071;9512.414952;10182.84583;10977.76782;12753.51724;14462.3198;15869.15227;17210.76447;17142.63406;17749.46884;16304.33509
REMIND;experiment-1-1;R5.2REF;50;50;without;rcp26;medium;Consumption;billion US$2010/yr;632.2703225;656.5025533;953.1205145;1118.827274;1231.181258;1363.846751;1500.872435;1641.847343;1829.618484;1967.356141;2132.885033;2314.460673;2571.178094;3059.246613;3491.093212;3948.685528;4613.939328;4054.228827;4796.958557
REMIND;experiment-1-1;R5.2REF;50;50;without;rcp26;medium;GDP|PPP;billion US$2010/yr;2615.698122;3079.101748;3810.546028;4701.830861;5588.376127;6515.227359;7423.302055;8211.803358;8879.699908;9489.952593;10148.51383;10937.19979;12673.32457;14311.22753;15676.92236;16961.60444;16817.28051;17341.08033;15863.01734
REMIND;experiment-1-1;R5.2REF;95;95;with;rcp26;medium;Consumption;billion US$2010/yr;632.234138;657.4832436;950.40508;1101.569136;1210.848122;1342.271105;1476.841043;1622.076551;1809.034452;1946.232166;2112.694728;2297.283841;2563.765984;3061.290795;3508.770362;4001.410185;4742.835509;4192.734029;5213.879593
REMIND;experiment-1-1;R5.2REF;95;95;with;rcp26;medium;GDP|PPP;billion US$2010/yr;2615.698122;3080.679916;3817.791463;4706.718025;5581.797432;6497.645024;7389.633836;8161.616022;8815.800885;9413.221288;10062.15408;10836.41356;12585.48226;14256.99965;15644.45485;16982.62547;16915.02538;17577.53072;16193.90453
REMIND;experiment-1-1;R5.2REF;95;95;without;rcp26;medium;Consumption;billion US$2010/yr;632.2853493;658.526059;958.7040736;1135.490372;1244.319601;1374.292431;1505.579383;1638.785725;1810.550273;1937.98956;2091.11373;2257.033938;2488.533305;2920.884073;3327.560717;3718.772557;4349.479536;3797.334323;4538.650184
REMIND;experiment-1-1;R5.2REF;95;95;without;rcp26;medium;GDP|PPP;billion US$2010/yr;2615.698122;3078.156275;3805.47225;4700.742903;5582.166433;6496.991916;7387.799833;8157.70901;8801.828651;9379.973842;10009.04087;10767.68892;12447.4146;13981.21003;15290.31447;16530.03405;16341.74216;16812.55712;15313.95037
REMIND;experiment-1-1;R5.2REF;NA;NA;NA;rcp26;medium;Consumption;billion US$2010/yr;632.257215;667.2727772;958.860679;1095.979594;1208.527515;1346.80879;1485.784443;1652.251607;1850.462259;1999.074353;2175.613221;2373.527502;2663.903255;3211.002915;3684.666695;4224.23736;5001.763435;4392.65034;5384.238982
REMIND;experiment-1-1;R5.2REF;NA;NA;NA;rcp26;medium;GDP|PPP;billion US$2010/yr;2615.698122;3083.491422;3827.182843;4710.270245;5593.417921;6531.987429;7450.903522;8261.587983;8973.141748;9627.031193;10316.55534;11116.85372;12919.06702;14666.17979;16092.48561;17444.84526;17377.59449;17959.64776;16471.05673
REMIND;experiment-1-1;World;5;5;with;rcp26;medium;Consumption;billion US$2010/yr;31280.17353;33316.3002;39139.58775;47468.7992;56438.17465;65393.28639;75000.78109;84713.57387;94986.68047;104621.6392;115305.7903;128743.5598;149621.8846;180378.8486;208925.35;236197.4259;270575.3547;240150.223;284912.1245
REMIND;experiment-1-1;World;5;5;with;rcp26;medium;GDP|PPP;billion US$2010/yr;63627.74951;74787.47194;92399.67966;113709.4181;135925.0195;158082.2656;181137.0311;204567.6387;228841.9306;253328.6005;279215.4437;305841.8012;365789.6188;431703.9024;500484.6875;581415.33;582622.6782;595852.9789;554456.2331
REMIND;experiment-1-1;World;5;5;without;rcp26;medium;Consumption;billion US$2010/yr;31277.56171;33326.26495;39148.52751;47483.80657;56418.05684;65204.59824;74629.52845;84141.4916;94170.65775;103583.4511;114034.0374;127111.9232;147484.4187;177278.689;204682.3002;230717.2299;263659.0964;232186.2965;273790.8247
REMIND;experiment-1-1;World;5;5;without;rcp26;medium;GDP|PPP;billion US$2010/yr;63627.74951;74781.06543;92384.97297;113726.0671;135851.1058;157836.2163;180638.6139;203608.6916;227327.6851;251358.1327;276716.6759;302814.1971;361460.1029;425535.6592;492347.516;571062.8273;570539.4261;579659.7079;535714.9187
REMIND;experiment-1-1;World;50;50;with;rcp26;medium;Consumption;billion US$2010/yr;31277.2237;33328.26527;39141.21056;47470.41779;56326.53548;65002.91469;74269.61641;83577.15864;93401.03237;102602.5818;112811.4921;125688.9277;145761.2392;175448.6343;202986.2864;229547.9658;263823.5308;234842.8446;280416.7267
REMIND;experiment-1-1;World;50;50;with;rcp26;medium;GDP|PPP;billion US$2010/yr;63627.74951;74787.66539;92389.63442;113726.765;135666.3966;157363.7477;179732.7831;202122.0505;225117.1206;248364.1557;273065.997;298574.0564;356226.866;419716.6266;486217.4926;565321.7484;567407.3608;583825.3426;545556.8049
REMIND;experiment-1-1;World;50;50;without;rcp26;medium;Consumption;billion US$2010/yr;31278.03042;33331.63485;39139.10288;47439.47182;56168.02881;64635.61849;73676.54146;82673.6715;92091.40535;100813.5963;110430.0434;122451.7426;141162.763;168487.9968;193404.2967;217122.8595;247940.7319;217006.7966;255701.1656
