"Model";"Scenario";"Region";"Damage quantile";"SLR quantile";"SLR adaptation";"Target";"Discounting";"Variable";"Unit";"2005";"2010";"2015";"2020";"2025";"2030";"2035";"2040";"2045";"2050";"2055";"2060";"2070";"2080";"2090";"2100";"2110";"2130";"2150"
"REMIND";"experiment-1-1";"R5.2LAM";"95";"95";"with";"rcp60";"high";"GDP|PPP";"billion US$2010/yr";5520.5746916816;6616.78413479552;8135.63280701669;9704.73854657187;11330.4494205126;13005.4343976298;14770.3473924046;16568.3502396931;18457.65677688;20477.9294879761;22666.2620538058;24727.7683424252;28991.6964371838;33304.5580914703;37307.2702269019;41942.4754413525;40768.1420033099;39483.4890155051;34290.0106630717
"REMIND";"experiment-1-1";"R5.2LAM";"95";"95";"without";"rcp60";"high";"Consumption";"billion US$2010/yr";2129.11656170238;2308.71844815713;2549.81410469808;2972.39435983145;3521.40467954852;4097.0865190189;4723.85787076046;5334.14756175163;5853.89922768682;6332.48915949265;6843.6037818367;7565.58136927494;8356.81098149562;10019.9202466371;11086.2039285859;11759.2861919006;12755.4008365627;9504.03870042323;9727.99904912074
"REMIND";"experiment-1-1";"R5.2LAM";"95";"95";"without";"rcp60";"high";"GDP|PPP";"billion US$2010/yr";5520.5746916816;6615.78164430321;8143.84988464996;9716.34083189237;11323.7118418635;12971.0453296004;14694.5926608062;16469.1790318926;18335.3406853753;20299.024207677;22403.4290198332;24381.3466153236;28393.8997204729;32441.0320320974;36036.7413200795;39985.9406948278;38302.0248042592;35751.8843074004;29679.9301899519
"REMIND";"experiment-1-1";"R5.2LAM";"NA";"NA";"NA";"rcp60";"high";"Consumption";"billion US$2010/yr";2058.64903715916;2225.87729215884;2457.31570906635;2936.44220096502;3527.6136360638;4135.16754208979;4786.22438815663;5416.3002857805;6031.1102405376;6634.33929304892;7294.0671107035;8374.37376855144;9778.2162451604;12837.5010472975;15427.0667604316;17898.2703206054;20753.2109185214;17736.3224317355;21351.9218958613
"REMIND";"experiment-1-1";"R5.2LAM";"NA";"NA";"NA";"rcp60";"high";"GDP|PPP";"billion US$2010/yr";5520.5746916816;6616.34488057774;8129.12864806055;9692.1265389534;11373.3827852484;13129.4774833242;15002.8895430986;16950.1064340521;19033.5907398718;21278.7095484373;23688.7026389785;26004.6516092276;31317.0756141961;37254.0182271099;42989.3484669614;49650.7856606659;49392.0896159455;51073.7759285832;47721.4154277055
"REMIND";"experiment-1-1";"R5.2MAF";"5";"5";"with";"rcp60";"high";"Consumption";"billion US$2010/yr";1570.82475006025;2104.37820697747;2574.82619193579;3188.72260678344;4007.68231188664;4907.59411209051;6039.62079728736;7192.65256065662;8354.8180538869;9605.3457750573;11102.0623586159;13282.8960003703;16575.9315121762;23755.3244653132;31998.7404165575;41504.3933300146;50832.6347440663;42354.9807408745;51374.1385592371
"REMIND";"experiment-1-1";"R5.2MAF";"5";"5";"with";"rcp60";"high";"GDP|PPP";"billion US$2010/yr";4557.50329910798;5977.06715676876;7752.14866456929;9764.3459122636;12143.562996153;14942.1013795638;18324.1776177567;22120.7145974855;26593.8521656208;31869.7316039573;38359.2415593947;45549.4828836562;64363.3447832075;88368.8831858657;116507.667314041;151234.544108981;151977.866999664;152922.705580451;140363.628450122
"REMIND";"experiment-1-1";"R5.2MAF";"5";"5";"without";"rcp60";"high";"Consumption";"billion US$2010/yr";1570.82384766494;2088.73857801498;2557.0449286879;3167.03238728414;3979.92764753196;4879.48113116483;6025.01437763748;7243.59062047593;8404.79564011578;9639.20252013239;11133.3650287957;13278.0210709524;16416.5107806995;23388.0185285679;31509.0027802966;40886.4000938016;50225.8531881556;41214.9635308283;49630.2074482354
"REMIND";"experiment-1-1";"R5.2MAF";"5";"5";"without";"rcp60";"high";"GDP|PPP";"billion US$2010/yr";4557.50329910798;5977.48054067199;7753.12406825046;9765.71285985871;12137.2107528274;14920.9815993479;18263.4728697694;22033.5936703155;26484.3120248218;31691.6437030869;38108.3680974186;45286.5829542079;63798.528174097;87345.2706729775;115006.920594393;149090.295663092;149208.783680273;148066.161003371;133537.289667124
"REMIND";"experiment-1-1";"R5.2MAF";"50";"50";"with";"rcp60";"high";"Consumption";"billion US$2010/yr";1570.81694656166;2126.22907911702;2601.33632266437;3219.65594386943;4033.20753772734;4914.5714043373;6056.73143251297;7290.3017178713;8428.46958571612;9618.08858250057;11028.8985480319;12984.4526338113;15792.8896778862;21497.8524145011;27889.2493114398;34933.9718347781;42343.6717004962;33387.0338557654;39145.8180426729
"REMIND";"experiment-1-1";"R5.2MAF";"50";"50";"with";"rcp60";"high";"GDP|PPP";"billion US$2010/yr";4557.50329910798;5977.17550170452;7752.76841258023;9766.96617270931;12124.7977655794;14875.6417081503;18149.4693192455;21833.2077454496;26169.2482176161;31215.2295393513;37399.895802711;44211.9942314301;61903.9213007226;83461.1971121505;107914.609523151;137821.924910892;136746.30310134;133099.332055342;117534.718826483
"REMIND";"experiment-1-1";"R5.2MAF";"50";"50";"without";"rcp60";"high";"Consumption";"billion US$2010/yr";1570.82369869496;2093.97017071191;2564.05371868662;3174.84790538306;3972.15966119278;4832.3028747799;5965.29608240822;7230.81524588513;8472.37476714507;9645.00144451412;10944.8191060218;12918.1261240363;15613.5171690382;20743.4632113399;26546.3439631205;32999.493991947;39754.9243285247;30304.6909515961;35073.2129795844
"REMIND";"experiment-1-1";"R5.2MAF";"50";"50";"without";"rcp60";"high";"GDP|PPP";"billion US$2010/yr";4557.50329910798;5977.91514625664;7754.12035290605;9769.11055947629;12112.5543465035;14835.4434698556;18047.3553994779;21607.6743791896;25851.8033993066;30839.5091174932;36763.3159549465;43182.6891627954;60370.1330394164;80850.0023828492;103455.900708146;131211.463755892;128791.540410098;120164.497193676;100669.639770443
"REMIND";"experiment-1-1";"R5.2MAF";"95";"95";"with";"rcp60";"high";"Consumption";"billion US$2010/yr";1570.81592235179;2131.61345125306;2608.84752927508;3232.59082012869;4030.15479454675;4892.12059136796;6020.54629943165;7262.83344803839;8433.57539288497;9565.72404876892;10816.5470123987;12650.6891934204;15115.001346117;19719.0623660919;24458.6596313988;29652.8570849026;34945.2033598614;25919.4067059801;28786.186723707
"REMIND";"experiment-1-1";"R5.2MAF";"95";"95";"with";"rcp60";"high";"GDP|PPP";"billion US$2010/yr";4557.50329910798;5977.19591345097;7752.10238371766;9769.74262494129;12101.7230779269;14800.9672384382;17979.054512509;21504.2298958548;25665.7689690156;30516.9805887008;36310.8000875102;42569.7570085858;59022.3260434233;78545.0232907308;99251.4246422351;124370.447664807;121808.929540113;113596.673733359;95385.9257937295
"REMIND";"experiment-1-1";"R5.2MAF";"95";"95";"without";"rcp60";"high";"Consumption";"billion US$2010/yr";1570.81428698018;2083.06079008843;2555.54993517882;3163.51826448978;3931.69507328224;4767.35707456811;5852.93703681878;7086.55336577617;8350.0328341941;9619.15913358617;10797.2371923193;12557.6448226828;14814.3919313458;18819.0037807593;22575.8439388236;26620.9039168882;30949.6849433232;22415.5242473663;22306.2958234973
"REMIND";"experiment-1-1";"R5.2MAF";"95";"95";"without";"rcp60";"high";"GDP|PPP";"billion US$2010/yr";4557.50329910798;5977.57734653563;7754.26331000093;9774.47030407028;12081.230457169;14742.9566370329;17844.4475187557;21207.2363387165;25113.0254137573;29775.6858659085;35321.9879179825;41182.3844612296;56514.7747026288;74572.5333435937;92907.4850221368;114327.536261111;109292.013433283;94773.8266400716;72775.918468629
"REMIND";"experiment-1-1";"R5.2MAF";"NA";"NA";"NA";"rcp60";"high";"Consumption";"billion US$2010/yr";1570.82165379331;2130.26267025455;2608.63208228596;3231.12293047159;4081.60143041969;4997.97991367876;6187.67968264886;7482.09503185649;8675.0550653533;9922.60595888736;11466.1960817706;13632.5102189012;16959.0577890304;24703.443022114;34028.8670540179;44937.1723853184;55720.7780320834;47388.602537635;59221.655190664
"REMIND";"experiment-1-1";"R5.2MAF";"NA";"NA";"NA";"rcp60";"high";"GDP|PPP";"billion US$2010/yr";4557.50329910798;5977.11933100493;7753.0464950166;9762.25230304299;12155.7709329765;14976.572082563;18361.5146983352;22227.8008978218;26815.3043228121;32169.438948472;38784.231562793;46273.8374907869;65786.021697176;91792.8598396929;123401.755557735;162492.170997754;165011.566732177;170396.457572139;161132.229008315
"REMIND";"experiment-1-1";"R5.2OECD";"5";"5";"with";"rcp60";"high";"Consumption";"billion US$2010/yr";23150.6955513055;24239.8635161182;25850.5149988038;29646.0448096219;35069.1390165914;40175.7907500523;45525.1270806324;51171.9976744191;57131.6038597848;63131.12909585;69716.6208846904;78774.6286809329;87631.1437914367;101685.860730544;111230.501393062;120234.746442861;132417.460815837;116268.241915053;132878.877524464
"REMIND";"experiment-1-1";"R5.2OECD";"5";"5";"with";"rcp60";"high";"GDP|PPP";"billion US$2010/yr";36622.838525771;38624.5894532329;42917.7969213676;48054.8290120311;52770.6708480433;57281.4391981104;61764.6250633995;66276.9098929877;70946.0684802222;75572.500012084;80390.5395666605;85026.2833626848;95774.0653446398;106351.623851777;115912.473929152;126509.509815309;124141.707701597;127563.844562026;119826.392432702
"REMIND";"experiment-1-1";"R5.2OECD";"5";"5";"without";"rcp60";"high";"Consumption";"billion US$2010/yr";23133.7390663727;24232.7236107642;25836.3147443345;29621.295971148;35016.782957328;40112.0131510263;45398.0412080663;50875.6189535777;56715.6850853669;62573.8020248264;68935.9111020789;77715.8579890569;86506.6930986329;100036.594747769;108863.036310307;116872.289472429;127768.158024282;110110.636102936;122437.384840155
"REMIND";"experiment-1-1";"R5.2OECD";"5";"5";"without";"rcp60";"high";"GDP|PPP";"billion US$2010/yr";36622.838525771;38624.9470792648;42919.2833506967;48056.9578598543;52746.9029606011;57227.1275411559;61678.7303798116;66134.1264257426;70714.8777456029;75225.2541223846;79867.7420916021;84248.561473417;94477.5037141341;104438.463659279;113118.018684261;122593.608443874;119349.106862766;119597.214096406;108917.205132463
"REMIND";"experiment-1-1";"R5.2OECD";"50";"50";"with";"rcp60";"high";"Consumption";"billion US$2010/yr";23219.8992641872;24291.6057800134;25903.2586087061;29713.1246576439;35023.8603159571;39922.0695179705;45099.8959085696;50431.554086659;56034.197562895;61598.2768414229;67557.57998215;76213.8159539048;84610.6802054181;98392.231179319;107170.205848595;115351.587161624;126843.048851711;109443.080546697;123820.045201232
"REMIND";"experiment-1-1";"R5.2OECD";"50";"50";"with";"rcp60";"high";"GDP|PPP";"billion US$2010/yr";36622.838525771;38624.5957461428;42916.4174079618;48066.0307894024;52754.0602417099;57207.3281861143;61617.0194689661;66043.4903058039;70596.06086132;75043.0136120975;79563.0271092043;83843.6650317298;93623.5690541717;103432.171743748;112139.647619786;121725.07437602;118847.281294424;120507.422392753;111630.328644129
"REMIND";"experiment-1-1";"R5.2OECD";"50";"50";"without";"rcp60";"high";"Consumption";"billion US$2010/yr";23186.8324742914;24284.3536092294;25882.3770440221;29685.082692964;34924.3222972777;39664.1327325867;44712.0577922186;49770.6967712102;55000.5149671409;60158.6326695905;65730.2377201458;73626.6762670035;80815.4051344842;93678.6086059356;100966.818114904;106912.448995096;115372.588069736;94480.2897302401;98594.7286867378
"REMIND";"experiment-1-1";"R5.2OECD";"50";"50";"without";"rcp60";"high";"GDP|PPP";"billion US$2010/yr";36622.838525771;38624.9960256347;42916.8181669062;48070.9576267795;52677.9667930497;57010.4041574317;61273.2927313842;65519.4248835818;69810.3197557947;73914.1196534498;78070.0132166923;81997.9815415421;90256.6256362206;98328.3612155133;105060.967002178;112054.522463729;107242.991876296;101994.078771301;87158.2346387004
"REMIND";"experiment-1-1";"R5.2OECD";"95";"95";"with";"rcp60";"high";"Consumption";"billion US$2010/yr";23206.2454509734;24282.6666022046;25905.9225468217;29764.546101428;34891.9766672325;39637.6737242892;44635.1915193311;49671.9316848934;54886.6361683513;60021.4234475678;65476.7502629787;73541.3752540735;80925.3319323925;93875.1592295646;101483.206772868;108171.922495919;117584.943171414;99777.8788328713;110021.046068446
"REMIND";"experiment-1-1";"R5.2OECD";"95";"95";"with";"rcp60";"high";"GDP|PPP";"billion US$2010/yr";36622.838525771;38623.2109582101;42908.2638709197;48077.5807851587;52704.9990228153;57050.4255193812;61325.7614395329;65578.4954857584;69886.0789918792;73997.4250295863;78124.6201951825;82009.3158001684;90439.0862416929;98896.1364833674;106271.383457692;114247.673501907;110433.169134005;109467.209585815;99084.9476360505
"REMIND";"experiment-1-1";"R5.2OECD";"95";"95";"without";"rcp60";"high";"Consumption";"billion US$2010/yr";23154.3209188381;24280.8945249628;25921.7362425394;29728.8931629043;34702.5489269104;39221.4242622303;43974.117796779;48583.1044609419;53262.1301529323;57590.9076222279;62320.4304765324;69176.4549729149;74735.2751807649;84740.5117535669;90204.5687113338;92943.102895053;97415.9873109455;71500.359904668;65889.2273783305
"REMIND";"experiment-1-1";"R5.2OECD";"95";"95";"without";"rcp60";"high";"GDP|PPP";"billion US$2010/yr";36622.838525771;38621.0357292691;42911.0342147226;48096.3210309778;52549.8969764764;56653.6340978524;60638.2301471284;64532.8931758859;68374.1560768819;71870.9784079798;75260.0046640244;78354.2997955981;84533.5735192775;89897.1241489315;93622.8836586968;97530.0282613999;91111.562364409;79213.5464581445;60257.3412504739
"REMIND";"experiment-1-1";"R5.2OECD";"NA";"NA";"NA";"rcp60";"high";"Consumption";"billion US$2010/yr";23227.5853131866;24290.2378117266;25926.2521162533;29701.3402792192;35296.7085013597;40390.8179421869;45693.5449518854;51172.2028380816;57002.5657239084;62766.0649970888;69192.2910468929;78306.3926237539;87703.7202554764;102313.954732584;112230.916519529;121877.033669745;134563.453078193;118911.113602202;136469.68466957
"REMIND";"experiment-1-1";"R5.2OECD";"NA";"NA";"NA";"rcp60";"high";"GDP|PPP";"billion US$2010/yr";36622.838525771;38634.4616877783;42924.2563753657;48045.740199644;52816.4692889855;57367.6132752376;61910.5589436302;66410.0455062077;71007.1135071031;75626.7451364323;80519.5811291639;85143.7910855921;96105.8899413047;107265.253120894;117234.276367248;128339.628739421;126290.98851282;130509.984191701;123393.662449735
"REMIND";"experiment-1-1";"R5.2REF";"5";"5";"with";"rcp60";"high";"Consumption";"billion US$2010/yr";630.349330107813;650.093538418645;892.194525556433;998.211373347148;1153.80024059477;1297.5323914619;1457.59095480635;1635.44533340252;1818.85392432017;1987.24850205458;2168.54752483346;2489.76018086166;2870.44018926554;3699.20188775205;4469.66779363468;5224.43196975041;6086.84222231555;5268.98943478479;6314.60022854524
"REMIND";"experiment-1-1";"R5.2REF";"5";"5";"with";"rcp60";"high";"GDP|PPP";"billion US$2010/yr";2615.69812161492;3071.47651683328;3820.63475539018;4696.04715125412;5606.55895835502;6579.57121631415;7532.08955046611;8393.02654856333;9164.38670125342;9859.4061454867;10551.2564563533;11291.3085203825;13081.2912022996;14686.0243784954;15899.5708813183;17527.9862419659;17284.3298130284;17934.817819041;16599.5520096116
"REMIND";"experiment-1-1";"R5.2REF";"5";"5";"without";"rcp60";"high";"Consumption";"billion US$2010/yr";630.348751048837;653.046820661686;901.282378159043;1008.43984493049;1164.68003467977;1310.15255779816;1469.91413809814;1640.75067580701;1822.64348338221;1988.36590084734;2167.24056640697;2479.41097509706;2845.65632294582;3614.18052512634;4314.84001426154;4991.97328962668;5792.0234476558;4827.24228027642;5519.28550685856
"REMIND";"experiment-1-1";"R5.2REF";"5";"5";"without";"rcp60";"high";"GDP|PPP";"billion US$2010/yr";2615.69812161492;3067.21506725308;3817.22352775877;4696.28850846633;5606.0483867313;6579.26452872993;7536.55102261324;8398.20947909635;9165.58997521509;9856.57098141693;10546.3687287381;11285.7508325002;13092.3257079753;14685.6799936149;15845.9340400551;17430.8668728065;17192.8125689284;17750.9028908092;16289.7937745319
