"Model";"Scenario";"Region";"Damage quantile";"SLR quantile";"SLR adaptation";"Target";"Discounting";"Variable";"Unit";"2005";"2010";"2015";"2020";"2025";"2030";"2035";"2040";"2045";"2050";"2055";"2060";"2070";"2080";"2090";"2100";"2110";"2130";"2150"
"REMIND";"experiment-2-2";"World";"95";"95";"without";"cba";"high";"Temperature|Global Mean";"°C (rel to pre-industrial)";0.929016;0.958197;1.0492;1.162359;1.282848;1.382697;1.478243;1.556319;1.613663;1.658666;1.690092;1.715594;1.752893;1.77608;1.788964;1.79235;1.787394;1.751012;1.708918
"REMIND";"experiment-2-1";"World";"95";"95";"without";"cba";"medium";"Temperature|Global Mean";"°C (rel to pre-industrial)";0.928808;0.958488;1.049501;1.16381;1.292924;1.39418;1.474446;1.529032;1.568022;1.598024;1.614637;1.625646;1.634772;1.630076;1.611362;1.575538;1.521812;1.379045;1.230777
"REMIND";"experiment-2-2";"World";NA;NA;NA;"cba";"high";"Temperature|Global Mean";"°C (rel to pre-industrial)";0.882558;0.894903;1.001656;1.129006;1.255143;1.385902;1.531027;1.68493;1.842479;2.00383;2.154707;2.304398;2.598622;2.877494;3.128909;3.352003;3.557602;3.903151;4.195048
"REMIND";"experiment-2-1";"World";NA;NA;NA;"cba";"medium";"Temperature|Global Mean";"°C (rel to pre-industrial)";0.928761;0.957865;1.048575;1.159816;1.269954;1.383524;1.514444;1.653933;1.79732;1.945261;2.083575;2.220546;2.49309;2.751577;2.993896;3.217581;3.429003;3.802113;4.132341
"REMIND";"experiment-2-2";"R5.2ASIA";"5";"5";"with";"cba";"high";"Consumption";"billion US$2010/yr";3784.92152678953;4140.35777291301;7205.45133881689;10927.2976576421;13483.4425935641;15731.838196278;18050.1871712766;20182.6244022511;22106.2899197783;23973.3896732687;25863.2216813005;29243.5790412753;32846.6222567535;42133.1252440689;49637.035014433;55543.5408630716;66721.3561577705;55751.5027371998;70303.7049275093
"REMIND";"experiment-2-2";"R5.2ASIA";"5";"5";"with";"cba";"high";"GDP|PPP";"billion US$2010/yr";14311.1348708282;20469.0657377609;29664.8788733296;41721.1113322512;54346.8682588726;66692.6213645454;79401.8021016641;91721.2643699901;104384.168485789;116853.054725133;128894.085753468;139867.503647467;163776.099707691;189402.028857918;211778.405683675;236550.848189601;234662.629814657;242075.61362709;225436.707826033
"REMIND";"experiment-2-1";"R5.2ASIA";"5";"5";"with";"cba";"medium";"Consumption";"billion US$2010/yr";3789.77262155951;4063.90519055405;7276.06448421424;11498.8420060617;15243.8291844185;18169.4909291022;20985.5806320109;23647.0084494017;26140.6297771541;28572.1254760443;30905.8311619263;33477.678300911;36923.0353992264;43685.4664571265;50372.5316218752;56841.6767680044;66874.8890164815;58700.9081796286;70806.4998441037
"REMIND";"experiment-2-1";"R5.2ASIA";"5";"5";"with";"cba";"medium";"GDP|PPP";"billion US$2010/yr";14311.1348708282;20594.072365661;29886.2121155585;41674.0986458353;54314.5564872919;66815.2704315883;79513.2677018824;91872.412260712;104482.779322744;116739.3749469;128483.981602399;139869.36408233;163511.252339682;188212.377953092;210521.409712844;235669.460235466;235917.61370843;240568.237284183;222698.812631809
"REMIND";"experiment-2-2";"R5.2ASIA";"5";"5";"without";"cba";"high";"Consumption";"billion US$2010/yr";3784.92152678953;4140.35777291301;7205.45133881689;10927.2976576421;13437.6993087573;15614.1740365215;17875.2588833386;19949.9415467064;21826.1517211475;23624.4071313416;25439.0657570006;28666.3464031499;32010.3219036891;40720.8551789663;47630.9164659878;52854.9322790143;63024.6001350954;51608.3505820054;63710.554639552
"REMIND";"experiment-2-2";"R5.2ASIA";"5";"5";"without";"cba";"high";"GDP|PPP";"billion US$2010/yr";14311.1348708282;20469.0657377609;29664.8788733296;41721.1113322512;54280.6429434797;66476.9941310096;78982.7737820076;91033.2094204092;103361.719776155;115460.186571264;127109.709295392;137700.414960153;160511.736844454;184752.575910943;205764.008950597;228925.205433631;225979.925579993;229773.164969397;210248.889084061
"REMIND";"experiment-2-1";"R5.2ASIA";"5";"5";"without";"cba";"medium";"Consumption";"billion US$2010/yr";3789.77262155951;4063.90519055405;7276.06448421424;11498.8420060617;15115.8358062717;17980.1129405774;20738.8131920783;23415.3313343137;25890.356415692;28217.2815927409;30430.6933517169;32852.2544191864;35892.772261393;42220.781626053;48466.5343581955;54111.967925168;63228.2670412868;54978.8199512478;65381.0399967369
"REMIND";"experiment-2-1";"R5.2ASIA";"5";"5";"without";"cba";"medium";"GDP|PPP";"billion US$2010/yr";14311.1348708282;20594.072365661;29886.2121155585;41674.0986458353;54209.0879564901;66479.5035452691;78945.0687703787;91089.031470009;103317.950818992;115173.589857508;126567.968317355;137744.480618546;160280.671217132;183170.940400474;204345.073522839;227893.896906698;226884.133618414;228657.746211531;208621.864930182
"REMIND";"experiment-2-2";"R5.2ASIA";"50";"50";"with";"cba";"high";"Consumption";"billion US$2010/yr";3784.92152678953;4140.35777291301;7205.45133881689;10927.2976576421;13248.2727694301;15402.2020363922;17555.1556508768;19546.4017320317;21371.0430115376;23023.6073445831;24755.8023785065;27619.6056127933;30616.7364705569;38371.1978809542;44664.5019108836;49706.8204652217;59548.9170364714;49248.6340491295;62187.8222211985
"REMIND";"experiment-2-2";"R5.2ASIA";"50";"50";"with";"cba";"high";"GDP|PPP";"billion US$2010/yr";14311.1348708282;20469.0657377609;29664.8788733296;41721.1113322512;54035.7504342674;65740.5410246447;77831.9094369812;89397.6424551743;101041.492058487;112484.859108962;123550.888966276;133661.701088248;155173.421076764;177106.471280301;196465.034303608;218838.763547397;216892.219300501;222956.855277226;206343.83476974
"REMIND";"experiment-2-1";"R5.2ASIA";"50";"50";"with";"cba";"medium";"Consumption";"billion US$2010/yr";3789.77262155951;4063.90519055405;7276.06448421424;11498.8420060617;15071.3279213069;17731.3701568813;20342.5324832626;22765.7614724479;25094.5197495721;27297.766190014;29449.9086744728;31714.8270135245;34645.6867375595;40698.3757980613;46692.6931638278;52565.7651630556;61639.6209099768;54049.331125316;65764.8232269383
"REMIND";"experiment-2-1";"R5.2ASIA";"50";"50";"with";"cba";"medium";"GDP|PPP";"billion US$2010/yr";14311.1348708282;20594.072365661;29886.2121155585;41674.0986458353;53915.0190914202;65643.6666005139;77745.2762565675;89489.0827262927;101334.965619356;112626.137963644;123620.721312724;134343.282311492;155982.470182055;178222.833530542;198642.829359224;222199.584432543;222277.865684456;226500.916522883;209053.161080529
"REMIND";"experiment-2-2";"R5.2ASIA";"50";"50";"without";"cba";"high";"Consumption";"billion US$2010/yr";3784.92152678953;4140.35777291301;7205.45133881689;10927.2976576421;13153.8104908292;15218.7252685637;17227.5557719438;19099.3760102474;20825.5316295711;22380.5161877053;24052.1618400025;26704.6259473612;29488.9127873636;36476.789214617;42044.7739917536;46494.7778405663;55101.0957022764;44480.4268231947;54855.2640135131
"REMIND";"experiment-2-2";"R5.2ASIA";"50";"50";"without";"cba";"high";"GDP|PPP";"billion US$2010/yr";14311.1348708282;20469.0657377609;29664.8788733296;41721.1113322512;53874.4766815813;65348.1226667704;77166.6664720893;88392.7409043167;99640.5010712017;110635.399935419;121224.938499046;130765.063396498;151000.758588447;171508.640519376;189192.996922212;210000.549212274;207129.748353395;209356.341995782;190441.87705187
"REMIND";"experiment-2-1";"R5.2ASIA";"50";"50";"without";"cba";"medium";"Consumption";"billion US$2010/yr";3789.77262155951;4063.90519055405;7276.06448421424;11498.8420060617;14884.6736784438;17407.4153332662;19938.2345819913;22436.4660899238;24692.4714553719;26773.7110484716;28743.0768588376;30839.9762878263;33450.8078524663;39077.2373554716;44590.2112236076;49699.1251776646;57778.8511248938;50097.4498239406;59393.6792008876
"REMIND";"experiment-2-1";"R5.2ASIA";"50";"50";"without";"cba";"medium";"GDP|PPP";"billion US$2010/yr";14311.1348708282;20594.072365661;29886.2121155585;41674.0986458353;53660.1907808955;65106.865589085;76901.6465353978;88365.3477295607;99936.1624506561;110949.021405311;121471.301979171;131733.99560575;152058.052856732;172716.175822216;191790.987474369;213584.325364499;212542.837181394;213937.167753633;194781.913906981
"REMIND";"experiment-2-2";"R5.2ASIA";"95";"95";"with";"cba";"high";"Consumption";"billion US$2010/yr";3784.92152678953;4140.35777291301;7205.45133881689;10927.2976576421;13037.1162502397;15064.7163739013;17070.5213330516;18952.3551431255;20719.1023586511;22286.6678575104;23960.2343228605;26624.8447806414;29446.980888745;36762.7348933441;42749.5331624778;47604.6358055461;57234.4970558913;47256.3554583262;60070.5596962859
"REMIND";"experiment-2-2";"R5.2ASIA";"95";"95";"with";"cba";"high";"GDP|PPP";"billion US$2010/yr";14311.1348708282;20469.0657377609;29664.8788733296;41721.1113322512;53721.0324322933;64965.7567945323;76614.7501598884;87727.2893599908;98996.3590172446;110007.525269183;120599.018883135;130144.59005701;150438.971327035;171326.847992814;189753.878042707;211502.006573775;209704.602304197;215819.160577089;199997.952533801
"REMIND";"experiment-2-1";"R5.2ASIA";"95";"95";"with";"cba";"medium";"Consumption";"billion US$2010/yr";3789.77262155951;4063.90519055405;7276.06448421424;11498.8420060617;14857.992638464;17305.8688090053;19843.6924719695;22237.4911610776;24484.2990136538;26573.5637625619;28648.4874917984;30832.9162688637;33620.8420350861;39445.6075407177;45200.9374714154;50855.7789426143;59816.3716724173;52555.5288037589;64286.9820466431
"REMIND";"experiment-2-1";"R5.2ASIA";"95";"95";"with";"cba";"medium";"GDP|PPP";"billion US$2010/yr";14311.1348708282;20594.072365661;29886.2121155585;41674.0986458353;53473.2431269234;64688.3865598668;76469.4049838653;87944.6774241765;99427.2752960414;110310.482607573;120834.807488552;131190.849666149;151931.98311047;173358.796943145;193126.138726171;216089.425829624;216344.351174458;221252.328447073;204874.87267657
"REMIND";"experiment-2-2";"R5.2ASIA";"95";"95";"without";"cba";"high";"Consumption";"billion US$2010/yr";3784.92152678953;4140.35777291301;7205.45133881689;10927.2976576421;12892.1210282733;14803.4778272194;16630.5433214612;18413.2254320459;20015.8883444124;21430.0608181234;22946.0977560833;25290.7983187171;27777.5296816374;34125.1547689305;39146.8747928712;43132.7968873958;50843.5799215725;40755.4039476716;50115.4805963021
"REMIND";"experiment-2-2";"R5.2ASIA";"95";"95";"without";"cba";"high";"GDP|PPP";"billion US$2010/yr";14311.1348708282;20469.0657377609;29664.8788733296;41721.1113322512;53422.8285934267;64365.6792092852;75709.6362868304;86388.6889926564;97124.0246950652;107413.673131361;117242.082181242;125962.365284584;144286.965943671;163057.07407789;179212.492800095;198398.717159045;195163.678187749;196303.138023205;177495.936158295
"REMIND";"experiment-2-1";"R5.2ASIA";"95";"95";"without";"cba";"medium";"Consumption";"billion US$2010/yr";3789.77262155951;4063.90519055405;7276.06448421424;11498.8420060617;14542.7091566078;16753.1562001418;19294.8755832367;21738.843439142;23958.7860946029;25829.1138863993;27606.1770401082;29554.8240756825;31865.9024400514;36927.6223906615;41820.9302546716;46562.8506555559;54157.2518522851;46924.657750529;56793.349752391
"REMIND";"experiment-2-1";"R5.2ASIA";"95";"95";"without";"cba";"medium";"GDP|PPP";"billion US$2010/yr";14311.1348708282;20594.072365661;29886.2121155585;41674.0986458353;53043.7929584804;63701.0213515541;75091.6931217282;86370.8617343843;97460.8997767606;107791.048154046;117677.527864987;127352.938304827;146354.747706298;165524.855941253;183166.696065109;204048.473045667;203689.417166917;205748.244653262;187928.539678303
"REMIND";"experiment-2-2";"R5.2LAM";"5";"5";"with";"cba";"high";"Consumption";"billion US$2010/yr";2058.64903715916;2225.87729215884;2456.93622270606;2929.85342068068;3676.7373516237;4288.02702810267;5015.67371747287;5772.21630969574;6462.32573326215;7131.95140972881;7841.26371513333;9035.70111552683;10520.6514538811;13863.1544029371;16738.3625932739;19508.8139879408;22678.8912246454;19547.5059596789;23663.4078491461
"REMIND";"experiment-2-2";"R5.2LAM";"5";"5";"with";"cba";"high";"GDP|PPP";"billion US$2010/yr";5520.5746916816;6616.34488057774;8129.0294800057;9687.30912096495;11413.3721247898;13230.3815606525;15179.4568493734;17281.6906280906;19606.3071540789;22177.9018807177;24968.6735862968;27702.3398696648;33781.798633855;40681.5961908441;47679.407314497;55807.3484528601;56305.5739372645;59978.783048811;57794.6516040898
"REMIND";"experiment-2-1";"R5.2LAM";"5";"5";"with";"cba";"medium";"Consumption";"billion US$2010/yr";2480.04244347276;2454.01463215078;2900.68953841513;3295.55094751507;4056.83304994221;4672.05332201968;5356.09036189482;6047.76987325568;6802.56950323842;7678.10297970754;8420.99405472333;9275.32875806747;10583.9795052481;12947.3421383207;15423.927824317;18008.5969460383;21357.3168833456;18746.8480779904;22612.9151385608
"REMIND";"experiment-2-1";"R5.2LAM";"5";"5";"with";"cba";"medium";"GDP|PPP";"billion US$2010/yr";5520.5746916816;6592.29133504812;8124.57566806717;9700.0705723042;11401.9724173239;13219.1736105527;15207.5812544773;17374.2184675448;19694.884365566;22146.3668711574;24794.7981193756;27496.0051850482;33420.3503172463;40074.9660790727;46873.7204841179;54620.4515316453;55471.7810317797;58026.1521726943;55169.7288862266
"REMIND";"experiment-2-2";"R5.2LAM";"5";"5";"without";"cba";"high";"Consumption";"billion US$2010/yr";2058.64903715916;2225.87729215884;2456.93622270606;2929.85342068068;3695.61757667721;4311.67361094009;5014.12366850517;5763.62694903314;6459.55979281408;7113.92210584851;7805.36734909945;8962.17948761361;10348.2549792256;13474.8189787102;16151.6892185969;18667.5822151606;21527.3993629142;18084.0812587843;21471.7235594218
"REMIND";"experiment-2-2";"R5.2LAM";"5";"5";"without";"cba";"high";"GDP|PPP";"billion US$2010/yr";5520.5746916816;6616.34488057774;8129.0294800057;9687.30912096495;11406.7144018732;13217.7574584352;15153.5226814684;17221.571037564;19511.5249351746;22039.1741445016;24772.3622514686;27464.9926815832;33380.8281390606;39953.0980199189;46552.3867158002;54240.0876178828;54474.2508524869;57302.1534380813;54486.5499439286
"REMIND";"experiment-2-1";"R5.2LAM";"5";"5";"without";"cba";"medium";"Consumption";"billion US$2010/yr";2480.04244347276;2454.01463215078;2900.68953841513;3295.55094751507;4042.1963989502;4647.05653603336;5321.19549237713;5996.60536245772;6741.98111621286;7586.19794307082;8277.99251445064;9075.32750199213;10252.766575357;12463.8338836244;14776.3058347201;17054.2470221395;20097.4733593292;17475.3428531567;20647.2161059752
"REMIND";"experiment-2-1";"R5.2LAM";"5";"5";"without";"cba";"medium";"GDP|PPP";"billion US$2010/yr";5520.5746916816;6592.29133504812;8124.57566806717;9700.0705723042;11394.8438407506;13193.8293358008;15154.215131271;17279.1561227457;19559.760466637;21964.6497622806;24538.3926919329;27186.4742282614;32785.5901467576;38965.8586000757;45299.2479845417;52418.0747240037;52791.7589906351;54293.100083865;50550.2468908134
"REMIND";"experiment-2-2";"R5.2LAM";"50";"50";"with";"cba";"high";"Consumption";"billion US$2010/yr";2058.64903715916;2225.87729215884;2456.93622270606;2929.85342068068;3510.04208528515;4116.80837050803;4769.45296055583;5384.89092010899;5992.66498981067;6573.29212200543;7206.37194023346;8197.70158805303;9449.84314472011;12234.9283786393;14690.2197167657;17011.34159972;19757.9434332931;16841.4676287672;20222.7777600895
"REMIND";"experiment-2-2";"R5.2LAM";"50";"50";"with";"cba";"high";"GDP|PPP";"billion US$2010/yr";5520.5746916816;6616.34488057774;8129.0294800057;9687.30912096495;11331.1903707282;13033.9225253749;14841.7842057622;16733.4516920568;18776.7467072844;20951.0848185371;23300.9870974447;25571.5190884445;30575.0025705458;35984.774597181;41395.7993187372;47844.2784528597;47608.9472750608;49227.7352795434;45792.3141885395
"REMIND";"experiment-2-1";"R5.2LAM";"50";"50";"with";"cba";"medium";"Consumption";"billion US$2010/yr";2480.04244347276;2454.01463215078;2900.68953841513;3295.55094751507;3729.66111274312;4275.88449834825;4889.55412821665;5527.73163117626;6281.87543580592;6981.37733558551;7589.90815555149;8315.77346249782;9407.6237617351;11436.1945471049;13565.7834117139;15742.1957029141;18695.108204871;16392.9662664889;19946.2398562984
"REMIND";"experiment-2-1";"R5.2LAM";"50";"50";"with";"cba";"medium";"GDP|PPP";"billion US$2010/yr";5520.5746916816;6592.29133504812;8124.57566806717;9700.0705723042;11319.2550360233;13012.6007362777;14823.74417722;16717.3349635515;18782.9417699523;20963.4703146682;23273.1622808017;25607.0637667111;30569.113874118;36105.0978242603;41748.4846251484;48195.7894912415;48445.1751545991;49585.9614380685;45801.1606016792
"REMIND";"experiment-2-2";"R5.2LAM";"50";"50";"without";"cba";"high";"Consumption";"billion US$2010/yr";2058.64903715916;2225.87729215884;2456.93622270606;2929.85342068068;3510.86433286953;4110.80835016896;4779.98400513116;5392.86194066443;5984.28526905628;6546.88741574126;7172.76360882043;8118.75166571531;9320.49024406011;11848.5405685398;14024.4313436367;16045.8874579586;18633.1077614792;15294.9327726492;18051.5505614025
"REMIND";"experiment-2-2";"R5.2LAM";"50";"50";"without";"cba";"high";"GDP|PPP";"billion US$2010/yr";5520.5746916816;6616.34488057774;8129.0294800057;9687.30912096495;11316.8851009434;12989.5954990107;14769.6471546664;16637.6217211867;18656.4236970821;20777.1164153199;23067.6289381343;25277.2385993538;30229.899919836;35509.6307151869;40646.0531396113;46804.7565483661;46457.4509669702;47583.6240203503;43744.4320055957
"REMIND";"experiment-2-1";"R5.2LAM";"50";"50";"without";"cba";"medium";"Consumption";"billion US$2010/yr";2480.04244347276;2454.01463215078;2900.68953841513;3295.55094751507;3779.76322138853;4318.59160422754;4918.76864400593;5533.66815347141;6246.36664514756;6962.9906577679;7544.24146440464;8224.48875458014;9234.15920889572;11158.9661541293;13161.7560825929;15119.8724749862;17798.9944721691;15432.7129414349;18165.7070299101
"REMIND";"experiment-2-1";"R5.2LAM";"50";"50";"without";"cba";"medium";"GDP|PPP";"billion US$2010/yr";5520.5746916816;6592.29133504812;8124.57566806717;9700.0705723042;11297.7596948836;12971.0944959194;14767.235095598;16640.6806193444;18634.406426659;20778.556801474;23077.0714347727;25380.7110851904;30174.5327616491;35556.9035682575;41025.7318558;47222.6352616234;47332.5310755132;48149.8316119343;44125.7626782369
"REMIND";"experiment-2-2";"R5.2LAM";"95";"95";"with";"cba";"high";"Consumption";"billion US$2010/yr";2058.64903715916;2225.87729215884;2456.93622270606;2929.85342068068;3482.7920325135;4058.45835096053;4672.19423894038;5261.01024484729;5855.59812570472;6414.71371475953;7033.5172281864;7971.00848117459;9172.05783135762;11846.4043186124;14227.5488317015;16523.7463226952;19235.7783649846;16344.8580995476;19666.4892622874
"REMIND";"experiment-2-2";"R5.2LAM";"95";"95";"with";"cba";"high";"GDP|PPP";"billion US$2010/yr";5520.5746916816;6616.34488057774;8129.0294800057;9687.30912096495;11293.5132108623;12950.197413206;14694.3523841036;16501.7953600858;18461.9240867008;20551.8111497813;22837.0461906244;25057.3084437938;29907.4572899415;35189.2668264937;40508.8785379286;46853.6978196518;46600.8233876033;48295.5729297033;44882.9923453467
"REMIND";"experiment-2-1";"R5.2LAM";"95";"95";"with";"cba";"medium";"Consumption";"billion US$2010/yr";2480.04244347276;2454.01463215078;2900.68953841513;3295.55094751507;3676.63310066897;4201.39171751069;4790.5182489881;5408.19997346026;6135.53919021015;6831.2059275322;7415.97401721587;8121.64838125146;9174.66024398975;11142.6516359433;13205.0743476764;15317.3901355704;18248.0961567723;16033.0399828844;19611.9425197938
"REMIND";"experiment-2-1";"R5.2LAM";"95";"95";"with";"cba";"medium";"GDP|PPP";"billion US$2010/yr";5520.5746916816;6592.29133504812;8124.57566806717;9700.0705723042;11269.5703581612;12909.5276899475;14673.235741258;16502.7796713325;18471.3261913419;20608.6396376282;22895.9908494041;25169.5961952863;30048.2854223895;35545.3100058863;41075.4922486909;47441.3543573802;47732.6322019187;48969.1619499687;45310.3837267724
"REMIND";"experiment-2-2";"R5.2LAM";"95";"95";"without";"cba";"high";"Consumption";"billion US$2010/yr";2058.64903715916;2225.87729215884;2456.93622270606;2929.85342068068;3496.15815170356;4049.24697079705;4681.78214299535;5291.5380551798;5855.31202681416;6383.51038886993;6969.79967857664;7833.49691384763;8948.93022938519;11299.1678613583;13304.0826227117;15108.24348369;17611.8842560384;14185.1755926257;16832.7054633615
"REMIND";"experiment-2-2";"R5.2LAM";"95";"95";"without";"cba";"high";"GDP|PPP";"billion US$2010/yr";5520.5746916816;6616.34488057774;8129.0294800057;9687.30912096495;11276.7410706222;12885.8440455094;14586.0543482121;16367.7128556337;18292.9189896688;20331.9756981763;22565.9284989623;24714.8661091356;29412.1569808204;34525.9824403044;39506.9594585781;45381.0348477276;45016.7561276012;46053.0289760475;42081.8329123113
"REMIND";"experiment-2-1";"R5.2LAM";"95";"95";"without";"cba";"medium";"Consumption";"billion US$2010/yr";2480.04244347276;2454.01463215078;2900.68953841513;3295.55094751507;3765.22551933905;4290.14966668103;4871.52087371831;5464.37861518821;6092.67536515787;6790.67447232742;7378.29690498639;8008.77238584611;8939.73408582782;10718.3824214538;12549.4356771791;14402.9976434158;16964.4748539764;14698.9010868982;17447.8922860153
"REMIND";"experiment-2-1";"R5.2LAM";"95";"95";"without";"cba";"medium";"GDP|PPP";"billion US$2010/yr";5520.5746916816;6592.29133504812;8124.57566806717;9700.0705723042;11238.1071871938;12825.8565316596;14578.8788471288;16412.5415539714;18320.0782945107;20374.5627414332;22604.0773327432;24868.9990448311;29642.6377102044;34895.45848743;40187.8275468259;46265.2502370311;46395.1754746492;47272.3526567031;43487.1189843668
"REMIND";"experiment-2-2";"R5.2MAF";"5";"5";"with";"cba";"high";"Consumption";"billion US$2010/yr";1570.82165379331;2130.26267025455;2619.96065708187;3233.50718090299;4073.82247944984;5000.04829134175;6141.82372112291;7330.56742447497;8503.40655854927;9755.46735006693;11266.2541718192;13440.2875228457;16663.3930755013;23865.7339499408;32280.5397697089;42007.5394745174;51602.9921755027;43255.4006984768;53195.9593217391
"REMIND";"experiment-2-2";"R5.2MAF";"5";"5";"with";"cba";"high";"GDP|PPP";"billion US$2010/yr";4557.50329910798;5977.11933100493;7754.5095511199;9765.11020766526;12142.6757146868;14975.2340915938;18378.5288648905;22214.2410091713;26738.7473091816;32042.7623277802;38556.9467030228;45831.9774971835;64613.8909618079;88860.537990259;117743.590162322;153448.185092895;154578.997619316;156816.307303639;145166.804283518
"REMIND";"experiment-2-1";"R5.2MAF";"5";"5";"with";"cba";"medium";"Consumption";"billion US$2010/yr";1572.1603265554;2305.31185024899;2854.09904711981;3459.32049490578;4207.1373629696;5122.47630849518;6263.65682306719;7591.47925568219;9191.23007463231;11043.5837691759;13185.7418104987;16406.4656856709;21334.0589544044;28412.8648555288;35737.2493803728;43701.2396294902;51546.3215271413;45492.777587922;54367.5591724173
"REMIND";"experiment-2-1";"R5.2MAF";"5";"5";"with";"cba";"medium";"GDP|PPP";"billion US$2010/yr";4557.50329910798;5973.36606630846;7751.73597406361;9767.82142456644;12147.9816122839;14965.9249010512;18332.1758840098;22191.8279299972;26773.5543544869;32113.4898048784;38593.6291634399;46059.0127555739;64714.9287067739;88833.1808916478;118578.760060263;154439.322777771;155748.332577253;156998.08319707;144852.542433018
"REMIND";"experiment-2-2";"R5.2MAF";"5";"5";"without";"cba";"high";"Consumption";"billion US$2010/yr";1570.82165379331;2130.26267025455;2619.96065708187;3233.50718090299;4036.22523052418;4959.68480622688;6110.7967943858;7362.18818064441;8531.57542674679;9770.68310851875;11269.7202042439;13401.3404814006;16489.1347232874;23564.6080955897;32029.8215484699;41845.736673288;51636.0198635809;43081.8937255821;53111.0197131817
"REMIND";"experiment-2-2";"R5.2MAF";"5";"5";"without";"cba";"high";"GDP|PPP";"billion US$2010/yr";4557.50329910798;5977.11933100493;7754.5095511199;9765.11020766526;12131.4901263386;14939.1009964049;18292.2281464032;22084.7991081047;26571.1935050585;31806.2884673653;38239.2887286012;45500.7811723274;64039.0687640446;88004.203720576;116846.860601355;152599.915896047;153521.66055746;154781.249262473;142084.93975471
"REMIND";"experiment-2-1";"R5.2MAF";"5";"5";"without";"cba";"medium";"Consumption";"billion US$2010/yr";1572.1603265554;2305.31185024899;2854.09904711981;3459.32049490578;4150.36287857066;5049.242338765;6173.12530959371;7478.96739448308;9059.34871092039;10893.160215625;13096.8351119946;16455.7309120525;21961.8182654133;29106.7215989548;36483.1430484558;44143.7806969421;51474.0998562852;44758.0641073367;53274.9980809807
